Original Sentence,Subject,Verb,Object,Non-finite Verbs
"句子：She carefully examined the bond between the siblings, noticing its strength despite the occasional disagreements.",句子：She,examined,disagreements,noticing
"句子：The archaeologist carefully excavated the ancient bone, using delicate tools and techniques to preserve its integrity and extract valuable information about past civilizations.",archaeologist,excavated,civilizations,"using, to preserve"
句子：The boot salesman eagerly demonstrated the waterproof features of his latest merchandise to the curious customer.,salesman,demonstrated,customer,to demonstrated
"句子：The border delineates the boundary between two countries, marking the division of territory and sovereignty.",border,delineates,territory,marking
"句子：The students were bored during the lecture, finding it difficult to focus on the professor's monotone delivery.",it,bored,delivery,"finding, to focus, focus"
"句子：The boring lecture droned on endlessly, causing many students to struggle to stay awake.",students,droned,,"causing, to struggle, to stay"
"句子：He was born in a small village nestled among the rolling hills, where the tranquil beauty of nature shaped his worldview and aspirations.",beauty,born,worldview,nestled
"句子：Both siblings excel academically, demonstrating exceptional dedication and commitment to their studies.",siblings,excel,studies,demonstrating
"句子：The continuous bother from the noisy neighbors disrupted her concentration, making it challenging to focus on her work.",it,disrupted,work,"making, to focus, focus"
句子：The bottom of the ocean holds mysteries waiting to be discovered by intrepid explorers armed with advanced technology and unwavering determination.,mysteries,holds,determination,"to discovered, armed"
"句子：She carefully filled the ceramic bowl with fresh fruits, placing it at the center of the table for everyone to enjoy.",everyone,filled,table,"placing, to enjoy, enjoy"
"句子：The boy eagerly explored the forest, discovering hidden paths and curious creatures along the way.",boy,explored,way,discovering
"句子：Her boyfriend surprised her with a romantic dinner on their anniversary, showcasing his thoughtfulness and affection for her.",boyfriend,surprised,her,showcasing
"句子：The brand's reputation for quality is built on years of consistent performance and customer satisfaction, making it a trusted choice for consumers worldwide.",it,built,consumers,"making, trusted"
"句子：The brave firefighter rescued the family from the burning building, displaying courage and heroism in the face of danger.",firefighter,rescued,danger,"burning, displaying"
"句子：Breakthrough technologies have revolutionized the way we approach complex problems, leading to unprecedented advancements in various fields.",we,revolutionized,fields,"leading, to leading"
"句子：Every morning, she enjoys a hearty breakfast consisting of scrambled eggs, crispy bacon, and freshly squeezed orange juice.",she,enjoys,juice,"consisting, scrambled"
"句子：Breath, a vital component of life, sustains organisms by supplying oxygen to the body and removing carbon dioxide, facilitating the exchange of gases crucial for cellular respiration.",句子：Breath,sustains,respiration,to supplying
"句子：She watched him breathe deeply, his chest rising and falling with each breath, as if he were inhaling the very essence of life itself.",he,rising,life,inhaling
"句子：The bridge gracefully spans the river, connecting the two sides of the city and facilitating smooth transportation for commuters and travelers alike.",bridge,spans,commuters,connecting
